Patient ID,Species,Common Name,Admission Date,Location Found,City Found,County Found
2019-2848,EACO,Eastern Cottontail,7/7/2019,1526 NW 62nd ST,Seattle,King
2019-2849,EGSQ,Eastern Gray Squirrel,7/7/2019,847 S Kenyon ST A1,Seattle,King
2019-2850,WCSP,White-crowned Sparrow,7/7/2019,5231 16th AVE NE,Seattle,King
2019-2856,MALL,Mallard,7/8/2019,500 E Broadway,Seattle,King
2019-2857,MALL,Mallard,7/8/2019,500 E Broadway,Seattle,King
2019-2858,MALL,Mallard,7/8/2019,500 E Broadway,Seattle,King
2019-2859,MALL,Mallard,7/8/2019,500 E Broadway,Seattle,King
2019-2860,MALL,Mallard,7/8/2019,500 E Broadway,Seattle,King
2019-2861,MALL,Mallard,7/8/2019,500 E Broadway,Seattle,King
2019-2862,MALL,Mallard,7/8/2019,500 E Broadway,Seattle,King
2019-2863,MALL,Mallard,7/8/2019,500 E Broadway,Seattle,King
2019-2864,RBGU,Ring-billed Gull,7/8/2019,2300 4th Ave S,Seattle,King
2019-2865,MALL,Mallard,7/8/2019,700 S homer St,Seattle,King
2019-2866,MALL,Mallard,7/8/2019,914 E Harrison St Apt. 406,Seattle,King
2019-2878,RTHA,Red-tailed Hawk,7/9/2019,10000 1st Ave NE,Seattle,King
2019-2881,AMCR,American Crow,7/9/2019,938 N 88th St,Seattle,King
2019-2890,GWGU,Glaucous-winged Gull,7/9/2019,200 Columbia St,Seattle,King
2019-2901,HOFI,House Finch,7/10/2019,10636 Sand Point Way NE,Seattle,King
2019-2908,AMCR,American Crow,7/10/2019,Lake Union,Seattle,King
2019-2919,EACO,Eastern Cottontail,7/10/2019,40th Ave NE,Seattle,King
2019-2925,BAEA,Bald Eagle,7/11/2019,2100 E Shelby St,Seattle,King
2019-2938,HOSP,House Sparrow,7/12/2019,8507 Linden Ave N,Seattle,King
2019-2941,BRCR,Brown Creeper,7/12/2019,4219 28th Ave W,Seattle,King
2019-2949,AMCR,American Crow,7/12/2019,6542 Palatine Ave N,Seattle,King
2019-2962,AMCR,American Crow,7/12/2019,I-5 and Hwy 520,Seattle,King
2019-2972,AMCR,American Crow,7/12/2019,5024 50th Ave SW,Seattle,King
2019-2982,GWGU,Glaucous-winged Gull,7/13/2019,4348 9th Ave NE Apt 709,Seattle,King
2019-2986,AMRO,American Robin,7/13/2019,4532 E Laurel Drive NE,Seattle,King
2019-2999,OPUS,Virginia Opossum,7/13/2019,2061 15th Ave W,Seattle,King
2019-3000,OPUS,Virginia Opossum,7/13/2019,2061 15th Ave W,Seattle,King
2019-3001,OPUS,Virginia Opossum,7/13/2019,2061 15th Ave W,Seattle,King
2019-3012,ANHU,Anna's Hummingbird,7/14/2019,7017 35th AVE NE,Seattle,King
2019-3020,BEAV,Beaver,7/14/2019,360 W Ewing ST,Seattle,King
2019-3021,RBGU,Ring-billed Gull,7/14/2019,2061 15th Ave W,Seattle,King
2019-3026,AMCR,American Crow,7/14/2019,24th Ave NW,Seattle,King
2019-3042,COHA,Cooper's Hawk,7/15/2019,Salmon Bay Park,Seattle,King
2019-3044,NOFL,Northern Flicker,7/15/2019,1554 15th Ave E,Seattle,King
2019-3045,GWGU,Glaucous-winged Gull,7/15/2019,800 3rd Ave,Seattle,King
2019-3046,BEAV,Beaver,7/15/2019,130 Nickerson St,Seattle,King
2019-3048,NOFL,Northern Flicker,7/16/2019,317 NW 70th St,Seattle,King
2019-3079,AMCR,American Crow,7/17/2019,2809 Boyer Ave E,Seattle,King
2019-3080,EACO,Eastern Cottontail,7/17/2019,UW Campus,Seattle,King
2019-3088,EACO,Eastern Cottontail,7/17/2019,6421 NE Windermear Rd,Seattle,King
2019-3099,AMCR,American Crow,7/18/2019,2800 NW 62nd St,Seattle,King
2019-3103,ANHU,Anna's Hummingbird,7/18/2019,57th St,Seattle,King
2019-3106,EGSQ,Eastern Gray Squirrel,7/18/2019,536 N 81st St,Seattle,King
2019-3107,ANHU,Anna's Hummingbird,7/18/2019,8217 20th Ave NE,Seattle,King
2019-3125,HOFI,House Finch,7/19/2019,401 NE Northgate Way,Seattle,King
2019-3128,RUHU,Rufous Hummingbird,7/19/2019,5801 Beacon Ave S,Seattle,King
2019-3132,AMCR,American Crow,7/19/2019,2061 15th Ave W,Seattle,King
2019-3135,NOFL,Northern Flicker,7/20/2019,12200 2nd AVE S,Seattle,King
2019-3141,HOFI,House Finch,7/20/2019,2553 NE 106th PL,Seattle,King
2019-3142,ANHU,Anna's Hummingbird,7/20/2019,4016 14th Ave S,Seattle,King
2019-3155,GBHE,Great Blue Heron,7/21/2019,3330 W Commodore Way,Seattle,King
2019-3160,AMCR,American Crow,7/21/2019,1120 John Street,Seattle,King
2019-3169,HOSP,House Sparrow,7/21/2019,2061 15th Ave W,Seattle,King
2019-3174,EACO,Eastern Cottontail,7/22/2019,8500 Paisley Dr NE,Seattle,King
2019-3176,COHA,Cooper's Hawk,7/22/2019,1414 NE Norcross Way,Seattle,King
2019-3182,ANHU,Anna's Hummingbird,7/22/2019,3231 36th Ave SW,Seattle,King
2019-3183,AMCR,American Crow,7/22/2019,8010 N 50th St,Seattle,King
2019-3185,DEJU,Dark-eyed Junco,7/22/2019,2110 E Pine St,Seattle,King
2019-3192,EUST,European Starling,7/22/2019,1250 1st Ave S,Seattle,King
2019-3201,RACC,Raccoon,7/23/2019,3150 W Government Way,Seattle,King
2019-3202,RACC,Raccoon,7/23/2019,3150 W Government Way,Seattle,King
2019-3205,AMRO,American Robin,7/23/2019,7917 3rd Ave NW,Seattle,King
2019-3206,WESO,Western Screech-owl,7/23/2019,10841 25th Ave SW,Seattle,King
2019-3210,GBHE,Great Blue Heron,7/23/2019,Commodore Park,Seattle,King
2019-3211,GWGU,Glaucous-winged Gull,7/23/2019,2061 15th Ave W,Seattle,King
2019-3214,GWGU,Glaucous-winged Gull,7/23/2019,Virginia St & 5th Ave,Seattle,King
2019-3217,EACO,Eastern Cottontail,7/24/2019,7001 Seaview Ave NW,Seattle,King
2019-3224,BHGR,Black-headed Grosbeak,7/24/2019,11521 Corliss Ave N,Seattle,King
2019-3226,EACO,Eastern Cottontail,7/24/2019,1512 NE Northgate way,Seattle,King
2019-3228,GWGU,Glaucous-winged Gull,7/24/2019,7th Ave S,Seattle,King
2019-3231,BTPI,Band-tailed Pigeon,7/25/2019,4003 NE 135th St,Seattle,King
2019-3233,GWGU,Glaucous-winged Gull,7/25/2019,668 S Lane St #708,Seattle,King
2019-3236,GWGU,Glaucous-winged Gull,7/25/2019,Alaska Way and Jackson St,Seattle,King
2019-3237,AMCR,American Crow,7/25/2019,1457 22nd Ave #B,Seattle,King
2019-3249,GWGU,Glaucous-winged Gull,7/25/2019,Alaska Way and Jackson St,Seattle,King
2019-3252,WCSP,White-crowned Sparrow,7/25/2019,2800 Southcenter Mall,Seattle,King
2019-3253,RACC,Raccoon,7/25/2019,N 34th St and Troll Ave N,Seattle,King
2019-3254,AMCR,American Crow,7/25/2019,64th PL S & S 120th ST,Seattle,King
2019-3268,EACO,Eastern Cottontail,7/26/2019,5400 Sand Point Way NE,Seattle,King
2019-3270,RBNU,Red-breasted Nuthatch,7/26/2019,701 5th Ave,Seattle,King
2019-3271,HOSP,House Sparrow,7/26/2019,Hiawatha PL S,Seattle,King
2019-3272,AMCR,American Crow,7/26/2019,7911 17th ave sw,Seattle,King
2019-3274,AMCR,American Crow,7/27/2019,23rd Ave & E Union St,Seattle,King
2019-3282,GWGU,Glaucous-winged Gull,7/27/2019,International District,Seattle,King
2019-3284,OPUS,Virginia Opossum,7/27/2019,649 NW 77th St,Seattle,King
2019-3288,AMCR,American Crow,7/27/2019,515 N 50th St,Seattle,King
2019-3302,EGSQ,Eastern Gray Squirrel,7/28/2019,2061 15th Ave W,Seattle,King
2019-3308,MERL,Merlin,7/29/2019,6816 23rd Ave NE,Seattle,King
2019-3313,GWGU,Glaucous-winged Gull,7/29/2019,4th Ave & Seneca St,Seattle,King
2019-3321,GWGU,Glaucous-winged Gull,7/29/2019,2061 15th Ave W,Seattle,King
2019-3322,GWGU,Glaucous-winged Gull,7/29/2019,225 Cedar St,Seattle,King
2019-3329,GWGU,Glaucous-winged Gull,7/30/2019,Bell St & 1st Ave,Seattle,King
2019-3331,DOSQ,Douglas Squirrel,7/30/2019,16006 15th Ave NE,Seattle,King
2019-3336,DEJU,Dark-eyed Junco,7/30/2019,143 NW 85th St,Seattle,King
2019-3338,GWGU,Glaucous-winged Gull,7/30/2019,2716 Elliot Ave,Seattle,King
2019-3339,CATE,Caspian Tern,7/30/2019,2711 Alaskan Way,Seattle,King
2019-3344,AMCR,American Crow,7/30/2019,2061 15th Ave W,Seattle,King
2019-3346,MERL,Merlin,7/30/2019,1411 NE 107th St,Seattle,King
2019-3347,GWGU,Glaucous-winged Gull,7/31/2019,300 Queen Anne Ave N,Seattle,King
2019-3350,SPTO,Spotted Towhee,7/31/2019,10334 48th Ave NE,Seattle,King
2019-3351,BHCO,Brown-headed Cowbird,7/31/2019,10334 48th Ave NE,Seattle,King
2019-3373,AMCR,American Crow,7/31/2019,6816 35th Ave NW,Seattle,King
2019-3375,AMCR,American Crow,7/31/2019,3915 S Branwood St,Seattle,King
2019-3377,SPTO,Spotted Towhee,7/31/2019,117 E Louisa St #128,Seattle,King
2019-3383,EGSQ,Eastern Gray Squirrel,8/1/2019,2901 NE Blakeley St,Seattle,King
2019-3384,EACO,Eastern Cottontail,8/1/2019,Pike's Place Market,Seattle,King
2019-3389,DEJU,Dark-eyed Junco,8/1/2019,13739 Northwood Rd NW,Seattle,King
2019-3391,GWGU,Glaucous-winged Gull,8/1/2019,Alaska Way and Jackson St,Seattle,King
2019-3392,GWGU,Glaucous-winged Gull,8/1/2019,Alaska Way and Jackson St,Seattle,King
2019-3393,GWGU,Glaucous-winged Gull,8/1/2019,Alaska Way and Jackson St,Seattle,King
2019-3394,GWGU,Glaucous-winged Gull,8/1/2019,Alaska Way and Jackson St,Seattle,King
2019-3395,GWGU,Glaucous-winged Gull,8/1/2019,Alaska Way and Jackson St,Seattle,King
2019-3396,GWGU,Glaucous-winged Gull,8/1/2019,Alaska Way and Jackson St,Seattle,King
2019-3404,EACO,Eastern Cottontail,8/1/2019,3607 NE 100th ST,Seattle,King
2019-3405,AMCR,American Crow,8/1/2019,2061 15th Ave W,Seattle,King
2019-3406,OPUS,Virginia Opossum,8/1/2019,Mary Ave NW & 70th ST,Seattle,King
2019-3407,RACC,Raccoon,8/1/2019,Roosevelt Way NE & NE 122nd St,Seattle,King
2019-3413,GWGU,Glaucous-winged Gull,8/2/2019,300 Virginia St,Seattle,King
2019-3414,AMCR,American Crow,8/2/2019,21st Ave & E Pine St,Seattle,King
2019-3423,AMCR,American Crow,8/2/2019,8745 17th Ave NW,Seattle,King
2019-3424,AMCR,American Crow,8/2/2019,2061 15th Ave W,Seattle,King
2019-3428,EACO,Eastern Cottontail,8/3/2019,2320 34th Ave S,Seattle,King
2019-3433,OPUS,Virginia Opossum,8/3/2019,19600 28th Ave S,Seattle,King
2019-3436,GWGU,Glaucous-winged Gull,8/3/2019,420 4th Ave,Seattle,King
2019-3437,AMCR,American Crow,8/3/2019,1406 3rd Ave W,Seattle,King
2019-3442,EGSQ,Eastern Gray Squirrel,8/3/2019,7512 37th Ave SW,Seattle,King
2019-3444,AMCR,American Crow,8/4/2019,4617 22nd Ave,Seattle,King
2019-3449,ANHU,Anna's Hummingbird,8/4/2019,314 NW 34th St,Seattle,King
2019-3452,OPUS,Virginia Opossum,8/4/2019,4th Ave NW & NW 67th St,Seattle,King
2019-3455,BTPI,Band-tailed Pigeon,8/4/2019,14025 20th Ave NE,Seattle,King
2019-3459,GWGU,Glaucous-winged Gull,8/5/2019,24th Pl W,Seattle,King
2019-3460,AMRO,American Robin,8/5/2019,6321 17th ave NE,Seattle,King
2019-3463,AMCR,American Crow,8/5/2019,2061 15th Ave W,Seattle,King
2019-3469,RACC,Raccoon,8/5/2019,10328 Interlake Ave N,Seattle,King
2019-3478,EACO,Eastern Cottontail,8/6/2019,1101 NW 57th St,Seattle,King
2019-3485,GWGU,Glaucous-winged Gull,8/6/2019,1415 2nd Ave,Seattle,King
2019-3486,SPTO,Spotted Towhee,8/6/2019,3640 Arapahoe Pl W,Seattle,King
2019-3490,EACO,Eastern Cottontail,8/7/2019,3029 NE 105th St,Seattle,King
2019-3491,GWGU,Glaucous-winged Gull,8/7/2019,2012 Skagit Lane NE,Seattle,King
2019-3495,EACO,Eastern Cottontail,8/7/2019,805 SW Henderson St,Seattle,King
2019-3508,ROPI,Rock Pigeon,8/8/2019,4402 SW Findlay St,Seattle,King
2019-3518,GWGU,Glaucous-winged Gull,8/8/2019,700 Olive Way,Seattle,King
2019-3519,GWGU,Glaucous-winged Gull,8/8/2019,7th Ave & Pike St,Seattle,King
2019-3520,AMCR,American Crow,8/8/2019,2061 15th Ave W,Seattle,King
2019-3540,EGSQ,Eastern Gray Squirrel,8/9/2019,2615 NE 65th St,Seattle,King
2019-3541,ANHU,Anna's Hummingbird,8/9/2019,407 31st Ave,Seattle,King
2019-3547,MALL,Mallard,8/9/2019,13035 Linden Ave N,Seattle,King
2019-3548,COHA,Cooper's Hawk,8/9/2019,1120 14th Ave S,Seattle,King
2019-3556,GWGU,Glaucous-winged Gull,8/9/2019,187 S Holgate St,Seattle,King
2019-3558,YUMY,Yuma Myotis,8/9/2019,3800 Lake Washington Blvd,Seattle,King
2019-3559,AMCR,American Crow,8/9/2019,2400 Elliot Ave,Seattle,King
2019-3560,EACO,Eastern Cottontail,8/9/2019,1600 E Olive St,Seattle,King
2019-3561,GWGU,Glaucous-winged Gull,8/9/2019,2500 Elliot Ave,Seattle,King
2019-3562,GWGU,Glaucous-winged Gull,8/9/2019,2061 15th Ave W,Seattle,King
2019-3563,AMCR,American Crow,8/9/2019,2061 15th Ave W,Seattle,King
2019-3564,BADO,Barred Owl,8/9/2019,6811 Aurora Ave N,Seattle,King
2019-3601,NOFL,Northern Flicker,8/11/2019,2311 N 42 ST,Seattle,King
2019-3602,EACO,Eastern Cottontail,8/11/2019,4233 9th Ave NE,Seattle,King
2019-3608,EACO,Eastern Cottontail,8/11/2019,Seattle Chinese Garden,Seattle,King
2019-3612,GWGU,Glaucous-winged Gull,8/12/2019,1250 1st Ave S,Seattle,King
2019-3615,RBNU,Red-breasted Nuthatch,8/12/2019,Broadway and Jefferson St,Seattle,King
2019-3617,EACO,Eastern Cottontail,8/12/2019,3130 Alaskan Way,Seattle,King
2019-3618,EACO,Eastern Cottontail,8/12/2019,3130 Alaskan Way,Seattle,King
2019-3619,EACO,Eastern Cottontail,8/12/2019,3130 Alaskan Way,Seattle,King
2019-3622,PEFA,Peregrine Falcon,8/12/2019,2nd Ave and Virginia St,Seattle,King
2019-3625,MERL,Merlin,8/12/2019,1701 NE 104th St,Seattle,King
2019-3626,EACO,Eastern Cottontail,8/12/2019,1658 Federal Ave E,Seattle,King
2019-3627,EACO,Eastern Cottontail,8/12/2019,1658 Federal Ave E,Seattle,King
2019-3629,EGSQ,Eastern Gray Squirrel,8/12/2019,2061 15th Ave W,Seattle,King
2019-3630,EGSQ,Eastern Gray Squirrel,8/12/2019,2061 15th Ave W,Seattle,King
2019-3637,HOMO,House Mouse,8/13/2019,13240 Aurora Ave,Seattle,King
2019-3639,GWGU,Glaucous-winged Gull,8/13/2019,2211 Elliott Ave,Seattle,King
2019-3643,GWGU,Glaucous-winged Gull,8/13/2019,200 Cedar St,Seattle,King
2019-3645,WODU,Wood Duck,8/13/2019,14th Ave NW and Market St,Seattle,King
2019-3650,EACO,Eastern Cottontail,8/13/2019,6837 35th Ave E,Seattle,King
2019-3657,OSPR,Osprey,8/14/2019,1359 SW Lander St,Seattle,King
2019-3658,AMRO,American Robin,8/14/2019,920 24th Ave,Seattle,King
2019-3663,AMCR,American Crow,8/14/2019,807 W Barrett St,Seattle,King
2019-3677,AMCR,American Crow,8/14/2019,1914 NE 80th St,Seattle,King
2019-3678,EACO,Eastern Cottontail,8/14/2019,7036 18th Ave NE,Seattle,King
2019-3683,EGSQ,Eastern Gray Squirrel,8/15/2019,1st Ave N & Mercer St,Seattle,King
2019-3686,GWGU,Glaucous-winged Gull,8/15/2019,400 Pine St,Seattle,King
2019-3687,AMCR,American Crow,8/15/2019,Summit Ave E & E Thomas St,Seattle,King
2019-3700,BULL,Bullfrog,8/16/2019,13735 Roosevelt Wy N,Seattle,King
2019-3701,COHA,Cooper's Hawk,8/16/2019,9th Ave & Fir St,Seattle,King
2019-3702,GWGU,Glaucous-winged Gull,8/16/2019,Virginia St & 3rd Ave,Seattle,King
2019-3708,BLRA,Black Rat,8/16/2019,11608 2nd Ave NW,Seattle,King
2019-3709,DEJU,Dark-eyed Junco,8/16/2019,8611 17th Ave NE,Seattle,King
2019-3710,GWGU,Glaucous-winged Gull,8/16/2019,Drumheller Fountain,Seattle,King
2019-3711,EGSQ,Eastern Gray Squirrel,8/16/2019,8226 Densmore AVE N,Seattle,King
2019-3712,EACO,Eastern Cottontail,8/16/2019,5810 56th AVE NE,Seattle,King
2019-3713,GWGU,Glaucous-winged Gull,8/16/2019,110 Steward ST,Seattle,King
2019-3725,RUHU,Rufous Hummingbird,8/17/2019,6017 52nd Ave NE,Seattle,King
2019-3726,LBMY,Little Brown Myotis,8/17/2019,Fauntleroy - Vashon Ferry,Seattle,King
2019-3728,AMCR,American Crow,8/17/2019,1615 N 47th St,Seattle,King
2019-3736,GWGU,Glaucous-winged Gull,8/17/2019,2962 1st Ave S,Seattle,King
2019-3739,EGSQ,Eastern Gray Squirrel,8/17/2019,Greenlake Park,Seattle,King
2019-3740,EACO,Eastern Cottontail,8/18/2019,6321 17th ave NE,Seattle,King
2019-3744,AMCR,American Crow,8/18/2019,2061 15th Ave W,Seattle,King
2019-3755,EGSQ,Eastern Gray Squirrel,8/18/2019,10223 California Ave SW,Seattle,King
2019-3756,GWGU,Glaucous-winged Gull,8/18/2019,S Lake Union,Seattle,King
2019-3757,MALL,Mallard,8/18/2019,3896 Walla Walla Rd,Seattle,King
2019-3761,ANHU,Anna's Hummingbird,8/19/2019,4020 46th Ave S,Seattle,King
2019-3762,EGSQ,Eastern Gray Squirrel,8/19/2019,3539 SW Oceanview Dr,Seattle,King
2019-3763,EGSQ,Eastern Gray Squirrel,8/19/2019,2808 NW 56th St,Seattle,King
2019-3773,ROPI,Rock Pigeon,8/19/2019,8520 20th Ave NE,Seattle,King
2019-3787,GWGU,Glaucous-winged Gull,8/19/2019,800 Occidental Ave S,Seattle,King
2019-3790,GWGU,Glaucous-winged Gull,8/20/2019,5th Ave and John St,Seattle,King
2019-3794,GWGU,Glaucous-winged Gull,8/20/2019,5th Ave and John St,Seattle,King
2019-3800,EGSQ,Eastern Gray Squirrel,8/20/2019,2841 Mount Rainer Dr S,Seattle,King
2019-3801,EGSQ,Eastern Gray Squirrel,8/20/2019,2841 Mount Rainer Dr S,Seattle,King
2019-3802,EACO,Eastern Cottontail,8/20/2019,1110 S Bennett St,Seattle,King
2019-3803,GWGU,Glaucous-winged Gull,8/20/2019,Lenora St & 4th Ave,Seattle,King
2019-3804,GWGU,Glaucous-winged Gull,8/20/2019,Bell St & 5th Ave,Seattle,King
2019-3810,EGSQ,Eastern Gray Squirrel,8/21/2019,6104 Sycamore Ave NW,Seattle,King
2019-3811,EGSQ,Eastern Gray Squirrel,8/21/2019,6104 Sycamore Ave NW,Seattle,King
2019-3816,EGSQ,Eastern Gray Squirrel,8/21/2019,7732 31st Ave NE,Seattle,King
2019-3819,GWGU,Glaucous-winged Gull,8/21/2019,1300 Madison St,Seattle,King
2019-3820,EGSQ,Eastern Gray Squirrel,8/21/2019,49th Ave SW,Seattle,King
2019-3821,AMCR,American Crow,8/21/2019,2000 Waverly Pl,Seattle,King
2019-3822,ROPI,Rock Pigeon,8/21/2019,805 Marion St,Seattle,King
2019-3826,EACO,Eastern Cottontail,8/22/2019,4413 47th Ave SW,Seattle,King
2019-3851,PUMA,Purple Martin,8/23/2019,Carkeek Park,Seattle,King
2019-3853,EGSQ,Eastern Gray Squirrel,8/23/2019,1759 NW 63rd St,Seattle,King
2019-3857,ROPI,Rock Pigeon,8/23/2019,3601 Beach Dr SW,Seattle,King
2019-3859,EGSQ,Eastern Gray Squirrel,8/23/2019,14499 3rd Ave NW,Seattle,King
2019-3861,GWGU,Glaucous-winged Gull,8/23/2019,2061 15th Ave W,Seattle,King
2019-3862,GWGU,Glaucous-winged Gull,8/23/2019,2061 15th Ave W,Seattle,King
2019-3863,GWGU,Glaucous-winged Gull,8/23/2019,2061 15th Ave W,Seattle,King
2019-3864,BEKI,Belted Kingfisher,8/23/2019,Pike Place Market,Seattle,King
2019-3867,EACO,Eastern Cottontail,8/24/2019,25th Ave SW & SW Thistle St,Seattle,King
2019-3868,GWGU,Glaucous-winged Gull,8/24/2019,2061 15th Ave W,Seattle,King
2019-3873,EACO,Eastern Cottontail,8/24/2019,2516 NE 82nd St,Seattle,King
2019-3877,EGSQ,Eastern Gray Squirrel,8/24/2019,5th Ave NE,Seattle,King
2019-3881,EGSQ,Eastern Gray Squirrel,8/25/2019,8501 12th Ave S,Seattle,King
2019-3884,EACO,Eastern Cottontail,8/25/2019,8580 30th Ave NW,Seattle,King
2019-3887,STJA,Steller's Jay,8/25/2019,122 N 59th St,Seattle,King
2019-3888,YUMY,Yuma Myotis,8/25/2019,2200 NE 77th St,Seattle,King
2019-3889,GWGU,Glaucous-winged Gull,8/25/2019,2800 23rd Ave W,Seattle,King
2019-3890,BADO,Barred Owl,8/25/2019,S Graham St & Beacon Ave S,Seattle,King
2019-3891,EGSQ,Eastern Gray Squirrel,8/25/2019,SW Thistle St & 5th Ave SW,Seattle,King
2019-3893,HOSP,House Sparrow,8/25/2019,4422 Bagley Ave N,Seattle,king
2019-3902,NORA,Norway Rat,8/26/2019,5039 30th Ave S,Seattle,King
2019-3914,EGSQ,Eastern Gray Squirrel,8/26/2019,913 14th Ave,Seattle,King
2019-3915,EGSQ,Eastern Gray Squirrel,8/26/2019,506 W Crockett St,Seattle,King
2019-3917,EACO,Eastern Cottontail,8/27/2019,327 15th Ave,Seattle,King
2019-3922,EGSQ,Eastern Gray Squirrel,8/27/2019,300 N 133rd ST,Seattle,King
2019-3931,EACO,Eastern Cottontail,8/27/2019,I-5,Seattle,King
2019-3933,EACO,Eastern Cottontail,8/27/2019,4453 Aurora Ave N,Seattle`,king
2019-3934,EACO,Eastern Cottontail,8/27/2019,4453 Aurora Ave N,Seattle`,king
2019-3935,EACO,Eastern Cottontail,8/27/2019,4453 Aurora Ave N,Seattle`,king
2019-3945,EGSQ,Eastern Gray Squirrel,8/28/2019,900 14th Ave,Seattle,King
2019-3946,EGSQ,Eastern Gray Squirrel,8/28/2019,900 14th Ave,Seattle,King
2019-3947,GWGU,Glaucous-winged Gull,8/28/2019,3670 E Marginal Way,Seattle,King
2019-3950,EACO,Eastern Cottontail,8/28/2019,2008 NE 127th St,Seattle,King
2019-3955,GWGU,Glaucous-winged Gull,8/28/2019,15th Ave NE & NE 40th St,Seattle,King
2019-3956,EGSQ,Eastern Gray Squirrel,8/28/2019,743 N 80th St,Seattle,King
2019-3962,OCWA,Orange-crowned Warbler,8/29/2019,5713 65th Ave NE,Seattle,King
2019-3972,EACO,Eastern Cottontail,8/29/2019,118 NW 132nd St,Seattle,King
2019-3979,HASE,Harbor Seal,8/29/2019,Cove One,Seattle,King
2019-3992,GWGU,Glaucous-winged Gull,8/30/2019,Rainier Ave S,Seattle,King
2019-3993,GWGU,Glaucous-winged Gull,8/30/2019,Pioneer Square,Seattle,King
2019-3998,EGSQ,Eastern Gray Squirrel,8/30/2019,4156 47th Ave SW,Seattle,King
2019-3999,EGSQ,Eastern Gray Squirrel,8/30/2019,4156 47th Ave SW,Seattle,King
2019-4000,EGSQ,Eastern Gray Squirrel,8/30/2019,4156 47th Ave SW,Seattle,King
2019-4007,EGSQ,Eastern Gray Squirrel,8/31/2019,Baker's - Sunset Hill,Seattle,King
2019-4020,EACO,Eastern Cottontail,8/31/2019,6532 16th Ave SW,Seattle,King
2019-4024,ROPI,Rock Pigeon,8/31/2019,Western Ave & Bay St,Seattle,King
2019-4026,EACO,Eastern Cottontail,8/31/2019,13715 35th Ave NE,Seattle,King
2019-4027,EACO,Eastern Cottontail,8/31/2019,13715 35th Ave NE,Seattle,King
2019-4029,EGSQ,Eastern Gray Squirrel,8/31/2019,N 95th St & Stone Ave N,Seattle,King
2019-4033,COHA,Cooper's Hawk,8/31/2019,300 NE 43rd St,Seattle,King
2019-4035,EACO,Eastern Cottontail,8/31/2019,221 NE 94th ST,Seattle,King
2019-4042,GWGU,Glaucous-winged Gull,9/1/2019,218 W Roy St,Seattle,King
2019-4055,STJA,Steller's Jay,9/2/2019,4642 Eastern Ave N,Seattle,King
2019-4056,GWGU,Glaucous-winged Gull,9/2/2019,Carkeek Park,Seattle,King
2019-4066,STJA,Steller's Jay,9/2/2019,2222 12th Ave E,Seattle,King
2019-4067,EGSQ,Eastern Gray Squirrel,9/3/2019,2343 N 51st St,Seattle,King
2019-4070,AMRO,American Robin,9/3/2019,2502 NW 92nd St,Seattle,King
2019-4081,GWGU,Glaucous-winged Gull,9/4/2019,6322 6th Ave S,Seattle,King
2019-4087,EGSQ,Eastern Gray Squirrel,9/4/2019,Lower Woodland Park,Seattle,King
2019-4102,AMCR,American Crow,9/5/2019,7006 17 AVE NW,Seattle,King
2019-4112,BBBA,Big Brown Bat,9/5/2019,546 N 79th St,Seattle,King
2019-4118,EACO,Eastern Cottontail,9/5/2019,7329 51st Ave NE,Seattle,King
2019-4119,YEWA,Yellow Warbler,9/5/2019,510 16th Ave E,Seattle,King
2019-4120,ROPI,Rock Pigeon,9/5/2019,Union St & 5th Ave,Seattle,King
2019-4121,SOSP,Song Sparrow,9/5/2019,6556 46th Ave NE,Seattle,King
2019-4126,AMCR,American Crow,9/5/2019,2061 15th Ave W,Seattle,King
2019-4129,EGSQ,Eastern Gray Squirrel,9/6/2019,909 32nd Ave E,Seattle,King
2019-4139,AMCR,American Crow,9/6/2019,7503 34th Ave NE,Seattle,King
2019-4146,HETH,Hermit Thrush,9/7/2019,5608 17th AVE NE,Seattle,King
2019-4147,CEDW,Cedar Waxwing,9/7/2019,8300 29th AVE NW,Seattle,King
2019-4149,EGSQ,Eastern Gray Squirrel,9/7/2019,N 95th St & Dayton Ave N,Seattle,King
2019-4150,EACO,Eastern Cottontail,9/7/2019,12508 24th AVE NE,Seattle,King
2019-4151,RNEP,Ring-necked Pheasant,9/7/2019,11343 15th AVE NE,Seattle,King
2019-4158,CANG,Canada Goose,9/7/2019,Gas Works Park,Seattle,King
2019-4161,ROPI,Rock Pigeon,9/8/2019,West Highland Dr and 1st Ave,Seattle,King
2019-4164,ROPI,Rock Pigeon,9/8/2019,2516 17 AVE S,Seattle,King
2019-4165,GADW,Gadwall,9/8/2019,Boren Ave & University St,Seattle,King
2019-4168,NOFL,Northern Flicker,9/8/2019,2636 NW 63rd St,Seattle,King
2019-4169,EACO,Eastern Cottontail,9/8/2019,3000 48th Ave SW,Seattle,King
2019-4174,CBCH,Chesnut-backed Chickadee,9/9/2019,111 N 74th St,Seattle,King
2019-4177,ROPI,Rock Pigeon,9/9/2019,18 W Mercer St,Seattle,King
2019-4191,ROPI,Rock Pigeon,9/10/2019,2320 4th Ave,Seattle,King
2019-4193,SORA,Sora,9/10/2019,510 N 49th St,Seattle,King
2019-4197,ROPI,Rock Pigeon,9/10/2019,3rd Ave & Pike St,Seattle,King
2019-4198,EACO,Eastern Cottontail,9/11/2019,4030 NE 109th St,Seattle,King
2019-4205,CONI,Common Nighthawk,9/11/2019,500 S Portland St,Seattle,King
