Patient ID,Species,Common Name,Admission Date,Location Found,City Found,County Found
2022-2095,NOFL,Northern Flicker,6/18/2022,1912 Warren Ave N,Seattle,King
2022-2102,RACC,Raccoon,6/18/2022,10134 32nd Pl SW,Seattle,King
2022-2105,AMRO,American Robin,6/18/2022,201 Newell St,Seattle,King
2022-2114,EACO,Eastern Cottontail,6/18/2022,7811 11th Ave NE,Seattle,King
2022-2117,BCCH,Black-cappped Chickadee,6/19/2022,8100 Roosevelt Way,Seattle,King
2022-2125,ANHU,Anna's Hummingbird,6/19/2022,1312 6th Ave N,Seattle,King
2022-2146,PIWO,Pileated Woodpecker,6/20/2022,1500 E McGraw St,Seattle,King
2022-2154,AMCR,American Crow,6/20/2022,214 Summit Ave E,Seattle,King
2022-2155,NOFL,Northern Flicker,6/20/2022,123 Dorffel Drive E,Seattle,King
2022-2156,AMCR,American Crow,6/20/2022,222 Yale Ave N,Seattle,King
2022-2160,HOFI,House Finch,6/21/2022,1536 Eastlake Ave E,Seattle,King
2022-2162,PIWO,Pileated Woodpecker,6/21/2022,1200 E Howe St,Seattle,King
2022-2163,DEJU,Dark-eyed Junco,6/21/2022,857 NE 100th St,Seattle,King
2022-2171,GBHE,Great Blue Heron,6/21/2022,3307 W Commodore Wy,Seattle,King
2022-2172,AMCR,American Crow,6/21/2022,1512 45th Ave SW,Seattle,King
2022-2175,HOSP,House Sparrow,6/21/2022,2111 N Northgate Way Suite 101,Seattle,King
2022-2177,AMCR,American Crow,6/21/2022,3725 SW Tillman St,Seattle,King
2022-2192,EACO,Eastern Cottontail,6/22/2022,3510 Magnolia Blvd W,Seattle,King
2022-2193,GBHE,Great Blue Heron,6/22/2022,3330 W Commodore Wy,Seattle,King
2022-2198,AMCR,American Crow,6/22/2022,5610 8th Ave NW,Seattle,King
2022-2208,MALL,Mallard,6/22/2022,9039 49th Ave NE,Seattle,King
2022-2209,AMRO,American Robin,6/22/2022,5240 15th Ave NE Apt 2,Seattle,King
2022-2210,PISI,Pine Siskin,6/22/2022,5717 NE 57th St,Seattle,King
2022-2213,HOSP,House Sparrow,6/23/2022,4219 7th Ave NE #400,Seattle,King
2022-2221,AMCR,American Crow,6/23/2022,924 6th Ave N,Seattle,King
2022-2222,NOFL,Northern Flicker,6/23/2022,414 NE Ravenna Blvd #313,Seattle,King
2022-2234,SOSP,Song Sparrow,6/24/2022,10615 10th Pl NE,Seattle,King
2022-2236,MALL,Mallard,6/24/2022,5100 NE 93rd St,Seattle,King
2022-2238,NOFL,Northern Flicker,6/24/2022,10455 2nd Ave SW,Seattle,King
2022-2240,HOFI,House Finch,6/24/2022,7319 8th Ave NW,Seattle,King
2022-2241,HOFI,House Finch,6/24/2022,7319 8th Ave NW,Seattle,King
2022-2242,HOFI,House Finch,6/24/2022,7319 8th Ave NW,Seattle,King
2022-2243,HOFI,House Finch,6/24/2022,7319 8th Ave NW,Seattle,King
2022-2252,AMCR,American Crow,6/24/2022,2300 34th Ave S,Seattle,King
2022-2253,HOFI,House Finch,6/24/2022,7319 8th Ave NW,Seattle,King
2022-2254,PEFA,Peregrine Falcon,6/24/2022,3800 W Marginal Way SW,Seattle,King
2022-2255,PEFA,Peregrine Falcon,6/24/2022,3800 W Marginal Way SW,Seattle,King
2022-2259,AMCR,American Crow,6/25/2022,13084 40th Ave E,Seattle,King
2022-2271,BCCH,Black-cappped Chickadee,6/26/2022,7348 18th Ave NE,Seattle,King
2022-2281,AMRO,American Robin,6/26/2022,9407 Linden Ave N,Seattle,King
2022-2299,NOFL,Northern Flicker,6/27/2022,542 NE 88th St,Seattle,King
2022-2300,RACC,Raccoon,6/27/2022,2621 11th Ave E,Seattle,King
2022-2303,NOFL,Northern Flicker,6/27/2022,1715 NE 96th St,Seattle,King
2022-2307,MALL,Mallard,6/27/2022,530 Broadway E,Seattle,King
2022-2308,MALL,Mallard,6/27/2022,530 Broadway E,Seattle,King
2022-2316,CASJ,California Scrub-jay,6/28/2022,8032 25th Ave NW,Seattle,King
2022-2317,CASJ,California Scrub-jay,6/28/2022,8032 25th Ave NW,Seattle,King
2022-2320,NOFL,Northern Flicker,6/28/2022,1051 N 35th St,Seattle,King
2022-2324,AMCR,American Crow,6/28/2022,2711 NE 92nd St,Seattle,King
2022-2325,AMCR,American Crow,6/28/2022,2101 6th Ave,Seattle,King
2022-2330,SOSP,Song Sparrow,6/29/2022,2814 S Bradford Pl,Seattle,King
2022-2331,SOSP,Song Sparrow,6/29/2022,2814 S Bradford Pl,Seattle,King
2022-2333,PEFA,Peregrine Falcon,6/29/2022,1200 Westlake Ave N,Seattle,King
2022-2338,EACO,Eastern Cottontail,6/29/2022,2002 NE Ravenna Blvd,Seattle,King
2022-2342,EGSQ,Eastern Gray Squirrel,6/29/2022,1615 N 47th St,Seattle,King
2022-2346,AMCR,American Crow,6/29/2022,2338 Yale Ave E,Seattle,King
2022-2347,KILL,Killdeer,6/29/2022,305 Harrison St,Seattle,King
2022-2350,CANG,Canada Goose,6/30/2022,Madrona Beach,Seattle,King
2022-2353,DEJU,Dark-eyed Junco,6/30/2022,7628 Winona Ave N,Seattle,King
2022-2361,AMRO,American Robin,6/30/2022,13730 15th ave NE,Seattle,King
2022-2364,BEWR,Bewick's Wren,6/30/2022,3520 NE 130th St,Seattle,King
2022-2367,DEJU,Dark-eyed Junco,7/1/2022,8100 Roosevelt Way,Seattle,King
2022-2368,BEKI,Belted Kingfisher,7/1/2022,7001 Seaview Ave NW,Seattle,King
2022-2370,CONI,Common Nighthawk,7/1/2022,3203 19th Ave S,Seattle,King
2022-2372,DEJU,Dark-eyed Junco,7/1/2022,500 Maynard Ave S,Seattle,King
2022-2382,MALL,Mallard,7/1/2022,201 2nd Ave N,Seattle,King
2022-2391,TOCH,Townsend's Chipmunk,7/2/2022,1610 2nd Ave,Seattle,King
2022-2393,NOFL,Northern Flicker,7/2/2022,3007 10th Ave W,Seattle,King
2022-2396,AMCR,American Crow,7/2/2022,108 NW 83rd St,Seattle,King
2022-2400,EACO,Eastern Cottontail,7/2/2022,3921 47th Ave S,Seattle,King
2022-2401,RACC,Raccoon,7/2/2022,2506 Warren Ave N,Seattle,King
2022-2405,AMRO,American Robin,7/2/2022,3964 S Pilgrim St,Seattle,King
2022-2412,AMCR,American Crow,7/3/2022,6421 Greenwood Ave N,Seattle,King
2022-2418,RACC,Raccoon,7/3/2022,2506 Warren Ave N,Seattle,King
2022-2431,DEJU,Dark-eyed Junco,7/3/2022,600 N 34th St,Seattle,King
2022-2432,MALL,Mallard,7/3/2022,Foster Point Trail,Seattle,King
2022-2433,AMCR,American Crow,7/3/2022,829 21st Ave,Seattle,King
2022-2438,ANHU,Anna's Hummingbird,7/3/2022,4035 Fauntleroy Way SW,Seattle,King
2022-2442,NOFL,Northern Flicker,7/4/2022,10737 Dayton Ave N,Seattle,King
2022-2443,AMCR,American Crow,7/4/2022,3971 Lake Washington Blvd S,Seattle,King
2022-2446,NOFL,Northern Flicker,7/4/2022,7903 Greenwood Ave N,Seattle,King
2022-2448,AMCR,American Crow,7/4/2022,10710 53rd Ave S,Seattle,King
2022-2454,AMRO,American Robin,7/4/2022,1148 NW 59th,Seattle,King
2022-2456,BARS,Barn Swallow,7/4/2022,7811 11th Ave NE,Seattle,King
2022-2457,AMCR,American Crow,7/5/2022,11232 Auburn Ave S,Seattle,King
2022-2458,VGSW,Violet-green Swallow,7/5/2022,5240 University Way NE #314,Seattle,King
2022-2462,GBHE,Great Blue Heron,7/5/2022,3330 W Commodore Way,Seattle,King
2022-2467,DEJU,Dark-eyed Junco,7/5/2022,8814 Midvale Ave N,Seattle,King
2022-2477,KILL,Killdeer,7/6/2022,5439 Beach Drive SW,Seattle,King
2022-2478,KILL,Killdeer,7/6/2022,5439 Beach Drive SW,Seattle,King
2022-2479,KILL,Killdeer,7/6/2022,5439 Beach Drive SW,Seattle,King
2022-2481,EACO,Eastern Cottontail,7/6/2022,Lake Washington Blvd,Seattle,King
2022-2489,CORA,Common Raven,7/6/2022,Foster Island Rd,Seattle,King
2022-2498,OPUS,Virginia Opossum,7/7/2022,2127 46th Ave SW,Seattle,King
2022-2499,OPUS,Virginia Opossum,7/7/2022,2127 46th Ave SW,Seattle,King
2022-2502,EACO,Eastern Cottontail,7/7/2022,6056 35th Ave NE,Seattle,King
2022-2503,SPTO,Spotted Towhee,7/7/2022,8117 5th Ave NE,Seattle,King
2022-2511,STJA,Steller's Jay,7/7/2022,13732 Palatine Ave N,Seattle,King
2022-2512,AMCR,American Crow,7/7/2022,6541 Woodlawn Ave N,Seattle,King
2022-2513,DEJU,Dark-eyed Junco,7/7/2022,431 N 70th St,Seattle,King
2022-2520,HOFI,House Finch,7/8/2022,4220 Dayton Ave N,Seattle,King
2022-2521,MALL,Mallard,7/8/2022,1247 15th Ave E,Seattle,King
2022-2538,ANHU,Anna's Hummingbird,7/9/2022,11016 30th Ave NE,Seattle,King
2022-2539,AMRO,American Robin,7/9/2022,367 Highland Dr,Seattle,King
2022-2544,BTPI,Band-tailed Pigeon,7/9/2022,13716 Lake City Way NE,Seattle,King
2022-2547,VGSW,Violet-green Swallow,7/9/2022,551 N 34th St,Seattle,King
2022-2552,AMCR,American Crow,7/9/2022,1610 NE 140th St,Seattle,King
2022-2553,AMCR,American Crow,7/9/2022,330 NW 48th St,Seattle,King
2022-2556,MALL,Mallard,7/9/2022,1900 43rd Ave E,Seattle,King
2022-2560,NORA,Norway Rat,7/10/2022,12001 Aurora Ave N,Seattle,King
2022-2562,CEDW,Cedar Waxwing,7/10/2022,Green Lake Trail,Seattle,King
2022-2563,AMRO,American Robin,7/10/2022,7224 27th Ave NE,Seattle,King
2022-2571,AMCR,American Crow,7/10/2022,1418 NW 65th St,Seattle,King
2022-2573,MALL,Mallard,7/10/2022,NE 75th St and 12th Ave NE,Seattle,King
2022-2574,MALL,Mallard,7/10/2022,NE 75th St and 12th Ave NE,Seattle,King
2022-2575,MALL,Mallard,7/10/2022,NE 75th St and 12th Ave NE,Seattle,King
2022-2576,MALL,Mallard,7/10/2022,NE 75th St and 12th Ave NE,Seattle,King
2022-2577,MALL,Mallard,7/10/2022,NE 75th St and 12th Ave NE,Seattle,King
2022-2582,AMCR,American Crow,7/10/2022,13000 Lake City Way NE,Seattle,King
2022-2587,HOME,Hooded Merganser,7/11/2022,10050 Arrowsmith Ave S,Seattle,King
2022-2593,NOFL,Northern Flicker,7/11/2022,13254 4th Ave NW,Seattle,King
2022-2595,LBMY,Little Brown Myotis,7/11/2022,353 N 74th St,Seattle,King
2022-2604,VGSW,Violet-green Swallow,7/12/2022,Shilshole Marina,Seattle,King
2022-2605,VGSW,Violet-green Swallow,7/12/2022,Shilshole Marina,Seattle,King
2022-2606,VGSW,Violet-green Swallow,7/12/2022,Shilshole Marina,Seattle,King
2022-2635,RUHU,Rufous Hummingbird,7/13/2022,6918 32nd Ave NW,Seattle,King
2022-2637,EACO,Eastern Cottontail,7/13/2022,7861 62nd NE,Seattle,King
2022-2641,DEJU,Dark-eyed Junco,7/13/2022,6358 40th Ave SW,Seattle,King
2022-2648,AMRO,American Robin,7/13/2022,101 NE 57th St,Seattle,King
2022-2661,EGSQ,Eastern Gray Squirrel,7/13/2022,1717 16th Ave,Seattle,King
2022-2663,SOSP,Song Sparrow,7/13/2022,3931 SW Arroyo Dr,Seattle,King
2022-2664,EACO,Eastern Cottontail,7/13/2022,11726 Evanston Ave N,Seattle,King
2022-2668,COHA,Cooper's Hawk,7/14/2022,11741 36th Ave,Seattle,King
2022-2682,VGSW,Violet-green Swallow,7/14/2022,9223 Ashworth Ave N Unit,Seattle,King
2022-2684,VGSW,Violet-green Swallow,7/15/2022,9223 Ashworth Ave N Unit,Seattle,King
2022-2688,AMCR,American Crow,7/15/2022,5703 40th Ave NE,Seattle,King
2022-2689,ANHU,Anna's Hummingbird,7/15/2022,3525 NE 123rd St,Seattle,King
2022-2695,ROPI,Rock Pigeon,7/15/2022,3100 Airport Way S,Seattle,King
2022-2714,ANHU,Anna's Hummingbird,7/15/2022,6012 5th Ave NW,Seattle,King
2022-2721,AMCR,American Crow,7/16/2022,3810 S Ferdinand St #101,Seattle,King
2022-2724,NORA,Norway Rat,7/16/2022,3855 17th Ave SW Apt B,Seattle,King
2022-2725,NORA,Norway Rat,7/16/2022,3855 17th Ave SW Apt B,Seattle,King
2022-2739,AMCR,American Crow,7/17/2022,Magnolia,Seattle,King
2022-2741,COHA,Cooper's Hawk,7/17/2022,1000 36th Ave NE,Seattle,King
2022-2742,RACC,Raccoon,7/17/2022,5514 8th Ave NE,Seattle,King
2022-2751,EGSQ,Eastern Gray Squirrel,7/17/2022,5001 17th Ave NW,Seattle,King
2022-2764,ROPI,Rock Pigeon,7/18/2022,1123 Rainier Ave S,Seattle,King
2022-2778,OSPR,Osprey,7/18/2022,4818S Austin St,Seattle,King
2022-2783,EGSQ,Eastern Gray Squirrel,7/18/2022,105th Northgate,Seattle,King
2022-2788,DEJU,Dark-eyed Junco,7/19/2022,1700 E Madison St #612,Seattle,King
2022-2789,MALL,Mallard,7/19/2022,2411 42nd Ave E,Seattle,King
2022-2791,ANHU,Anna's Hummingbird,7/19/2022,837 N #4th St 100,Seattle,King
2022-2794,ANHU,Anna's Hummingbird,7/19/2022,2522B NW 85th St,Seattle,King
2022-2795,BCCH,Black-cappped Chickadee,7/19/2022,1807 N 36th St,Seattle,King
2022-2799,ANHU,Anna's Hummingbird,7/20/2022,8733 Golden Gardens Dr NW,Seattle,King
2022-2801,RACC,Raccoon,7/20/2022,5202 SW Charlestown St,Seattle,King
2022-2802,SPTO,Spotted Towhee,7/20/2022,1810 NW 70th St,Seattle,King
2022-2815,DEJU,Dark-eyed Junco,7/20/2022,1921 NE 145th St,Seattle,King
2022-2818,HOFI,House Finch,7/21/2022,1425 21st Ave,Seattle,King
2022-2823,COHA,Cooper's Hawk,7/21/2022,921 38th Ave,Seattle,King
2022-2831,AMCR,American Crow,7/21/2022,2015 E Louisa St,Seattle,King
2022-2840,RUHU,Rufous Hummingbird,7/21/2022,1752 NW Market St #638,Seattle,King
2022-2843,CANG,Canada Goose,7/22/2022,13035 Linden Ave N,Seattle,King
2022-2844,ANHU,Anna's Hummingbird,7/22/2022,Miller Playfield,Seattle,King
2022-2848,BAEA,Bald Eagle,7/22/2022,2817 Perkins Lane W,Seattle,King
2022-2849,BAEA,Bald Eagle,7/22/2022,2817 Perkins Lane W,Seattle,King
2022-2850,RTHA,Red-tailed Hawk,7/22/2022,NOAA Building at Magnuson Park,Seattle,King
2022-2852,AMCR,American Crow,7/22/2022,7121 46th Ave S,Seattle,King
2022-2853,HOFI,House Finch,7/22/2022,5201 NE 54th St,Seattle,King
2022-2856,DEJU,Dark-eyed Junco,7/22/2022,1715 Rainier Ave S,Seattle,King
2022-2857,DEJU,Dark-eyed Junco,7/22/2022,1715 Rainier Ave S,Seattle,King
2022-2858,DEJU,Dark-eyed Junco,7/22/2022,1715 Rainier Ave S,Seattle,King
2022-2869,BCCH,Black-cappped Chickadee,7/23/2022,7207 Seward Park Ave S,Seattle,King
2022-2870,BTPI,Band-tailed Pigeon,7/23/2022,11460 21st Ave SW,Seattle,King
2022-2871,AMRO,American Robin,7/23/2022,1608 NE Ravenna Blvd,Seattle,King
2022-2881,AMCR,American Crow,7/23/2022,955 23rd Ave,Seattle,King
2022-2882,AMRO,American Robin,7/23/2022,222 Queen Anne Ave N,Seattle,King
2022-2890,DEJU,Dark-eyed Junco,7/23/2022,11324 30th Ave NE,Seattle,King
2022-2892,AMCR,American Crow,7/23/2022,3924 Montlake Blvd NE,Seattle,King
2022-2893,DEJU,Dark-eyed Junco,7/23/2022,3924 Montlake Blvd NE,Seattle,King
2022-2906,MALL,Mallard,7/24/2022,9314 California Dr SW,Seattle,King
2022-2907,COHA,Cooper's Hawk,7/24/2022,3701 E Marion St,Seattle,King
2022-2921,HOFI,House Finch,7/25/2022,10735 63rd Ave S,Seattle,King
2022-2924,OPUS,Virginia Opossum,7/26/2022,14019 Wayne Pl N,Seattle,King
2022-2927,AMCR,American Crow,7/26/2022,7058 18th Ave NW,Seattle,King
2022-2928,AMCR,American Crow,7/26/2022,Ballard Bridge,Seattle,King
2022-2929,EACO,Eastern Cottontail,7/26/2022,8617 35th Ave NE,Seattle,King
2022-2933,ANHU,Anna's Hummingbird,7/26/2022,340 W Nickerson St,Seattle,King
2022-2937,EACO,Eastern Cottontail,7/27/2022,2000 19th Ave E,Seattle,King
2022-2940,CBCH,Chesnut-backed Chickadee,7/27/2022,13720 Midvale Ave N,Seattle,King
2022-2942,EACO,Eastern Cottontail,7/27/2022,6015 4th Ave NW,Seattle,King
2022-2943,AMCR,American Crow,7/27/2022,612 NW 50th St,Seattle,King
2022-2952,AMCR,American Crow,7/28/2022,608 NW 50th St,Seattle,King
2022-2957,ANHU,Anna's Hummingbird,7/28/2022,12312 2nd Ave NE,Seattle,King
2022-2961,GHOW,Great Horned Owl,7/28/2022,I-5,Seattle,King
2022-2962,AMCR,American Crow,7/28/2022,6923 44th Ave S,Seattle,King
2022-2964,GWGU,Glaucous-winged Gull,7/28/2022,3500 27th Pl W,Seattle,King
2022-2965,AMCR,American Crow,7/28/2022,1560 NW 58th St,Seattle,King
2022-2970,EACO,Eastern Cottontail,7/29/2022,11326 25th Ave NE,Seattle,King
2022-2975,AMCR,American Crow,7/29/2022,129 12th Ave,Seattle,King
2022-2977,AMCR,American Crow,7/29/2022,10456 5th Ave SW,Seattle,King
2022-2981,GWGU,Glaucous-winged Gull,7/29/2022,222 Yale Ave N,Seattle,King
2022-2982,GWGU,Glaucous-winged Gull,7/29/2022,7. S Nevada St.,Seattle,King
2022-2985,GWGU,Glaucous-winged Gull,7/29/2022,1218 NE Campus Pkwy,Seattle,King
2022-2986,AMCR,American Crow,7/30/2022,121 Cedar St,Seattle,King
2022-2989,SOSP,Song Sparrow,7/30/2022,2822 Boyer Ave E Slip 6,Seattle,King
2022-2990,SOSP,Song Sparrow,7/30/2022,2822 Boyer Ave E Slip 6,Seattle,King
2022-2992,GWGU,Glaucous-winged Gull,7/30/2022,800 Jefferson St,Seattle,King
2022-2995,AMCR,American Crow,7/30/2022,344 NW 50th St,Seattle,King
2022-2997,SPTO,Spotted Towhee,7/30/2022,3732 SW Ida St,Seattle,King
2022-2998,GWGU,Glaucous-winged Gull,7/30/2022,2320 4th Ave,Seattle,King
2022-3000,GWGU,Glaucous-winged Gull,7/30/2022,224 Pontius N,Seattle,King
2022-3002,GWGU,Glaucous-winged Gull,7/30/2022,9600 College Way N,Seattle,King
2022-3004,GBHE,Great Blue Heron,7/30/2022,Matthews Beach Park,Seattle,King
2022-3019,OPUS,Virginia Opossum,7/31/2022,4017 40th Ave SW,Seattle,King
2022-3022,AMCR,American Crow,7/31/2022,203 Thomas St,Seattle,King
2022-3028,AMCR,American Crow,7/31/2022,1522 E Mercer St,Seattle,King
2022-3029,AMCR,American Crow,7/31/2022,1522 E Mercer St,Seattle,King
2022-3030,PIGU,Pigeon Guillemot,7/31/2022,4120 SW Arroyo Dr,Seattle,King
2022-3032,SPTO,Spotted Towhee,7/31/2022,810 Dexter Ave,Seattle,King
2022-3033,MALL,Mallard,8/1/2022,Seola Beach,Seattle,King
2022-3034,MALL,Mallard,8/1/2022,Seola Beach,Seattle,King
2022-3036,EACO,Eastern Cottontail,8/1/2022,14042 25th Ave NE,Seattle,King
2022-3038,GWGU,Glaucous-winged Gull,8/1/2022,200 S Jackson St,Seattle,King
2022-3042,SOSP,Song Sparrow,8/1/2022,15700 International Blvd,Seattle,King
2022-3043,CANG,Canada Goose,8/1/2022,1421 NE Boat St,Seattle,King
2022-3044,AMCR,American Crow,8/1/2022,1006 S Rose Dt,Seattle,King
2022-3047,GWGU,Glaucous-winged Gull,8/1/2022,2137 2nd Ave,Seattle,King
2022-3049,BEKI,Belted Kingfisher,8/1/2022,Fishermans Terminal,Seattle,King
2022-3051,RACC,Raccoon,8/1/2022,11900 Lakeside PL,Seattle,King
2022-3065,VASW,Vaux's Swift,8/1/2022,2035 E Newton St,Seattle,King
2022-3070,GWGU,Glaucous-winged Gull,8/1/2022,1329 4th Ave,Seattle,King
2022-3073,BTPI,Band-tailed Pigeon,8/2/2022,14326 Bagley Ave N,Seattle,King
2022-3075,AMCR,American Crow,8/2/2022,2301 Eastlake Ave E,Seattle,King
2022-3076,AMCR,American Crow,8/2/2022,2720 3rd Ave #313,Seattle,King
2022-3081,AMCR,American Crow,8/2/2022,6557 Highpoint Drive SW,Seattle,King
2022-3096,AMCR,American Crow,8/2/2022,1702 NW 56th Ave,Seattle,King
2022-3110,NORA,Norway Rat,8/3/2022,2120 6th Ave,Seattle,King
2022-3111,NORA,Norway Rat,8/3/2022,2120 6th Ave,Seattle,King
2022-3112,NORA,Norway Rat,8/3/2022,2120 6th Ave,Seattle,King
2022-3113,NORA,Norway Rat,8/3/2022,2120 6th Ave,Seattle,King
2022-3119,DEJU,Dark-eyed Junco,8/3/2022,6513 34th Ave NW,Seattle,King
2022-3121,AMCR,American Crow,8/3/2022,10710 3rd Ave NW,Seattle,King
2022-3125,AMCR,American Crow,8/3/2022,807 2nd Ave,Seattle,King
2022-3140,AMCR,American Crow,8/4/2022,13000 Lake City Way NE,Seattle,King
2022-3142,AMCR,American Crow,8/4/2022,1959 NE Pacific St,Seattle,King
2022-3144,RACC,Raccoon,8/4/2022,3943 SW 97th Ave,Seattle,King
2022-3151,BCCH,Black-cappped Chickadee,8/4/2022,10409 Alderbrook Pl NW,Seattle,King
2022-3155,STJA,Steller's Jay,8/4/2022,9813 42nd Ave SW,Seattle,King
2022-3157,STJA,Steller's Jay,8/5/2022,4519 SW Hill St,Seattle,King
2022-3158,GWGU,Glaucous-winged Gull,8/5/2022,2609 2nd Ave,Seattle,King
2022-3172,GBHE,Great Blue Heron,8/5/2022,4100 W Marginal Way SW,Seattle,King
2022-3179,MALL,Mallard,8/5/2022,12542 Densmore Ave N,Seattle,King
2022-3192,GWGU,Glaucous-winged Gull,8/6/2022,2415 2nd Ave,Seattle,King
2022-3195,GWGU,Glaucous-winged Gull,8/6/2022,1314 Spring St,Seattle,King
2022-3198,GWGU,Glaucous-winged Gull,8/6/2022,2259 12th Ave W,Seattle,King
2022-3212,EACO,Eastern Cottontail,8/7/2022,2028 NW 62nd St,Seattle,King
2022-3214,AMRO,American Robin,8/7/2022,12004 23rd Ave NE,Seattle,King
2022-3215,ANHU,Anna's Hummingbird,8/7/2022,2814 28th Ave W,Seattle,King
2022-3216,AMCR,American Crow,8/7/2022,8317 39th Ave SW,Seattle,King
2022-3217,AMCR,American Crow,8/7/2022,7400 Sand Point Way NE,Seattle,King
2022-3219,AMCR,American Crow,8/7/2022,2011 E Lynn St,Seattle,King
2022-3220,AMCR,American Crow,8/7/2022,2011 E Lynn St,Seattle,King
2022-3225,ANHU,Anna's Hummingbird,8/8/2022,9724 14th Ave NW,Seattle,King
2022-3231,AMCR,American Crow,8/8/2022,4325 SW Donavan St,Seattle,King
2022-3232,BBBA,Big Brown Bat,8/8/2022,1700 N 40th St,Seattle,King
2022-3240,GWGU,Glaucous-winged Gull,8/8/2022,4301 University Way NE,Seattle,King
2022-3242,EACO,Eastern Cottontail,8/9/2022,2418 E Yesler Way,Seattle,King
2022-3243,COHA,Cooper's Hawk,8/9/2022,9251 39th Ave S,Seattle,King
2022-3245,AMCR,American Crow,8/9/2022,420 Wall St,Seattle,King
2022-3247,AMCR,American Crow,8/9/2022,1711 NE 89th St,Seattle,King
2022-3257,BLRA,Black Rat,8/9/2022,2514 NE 83rd St,Seattle,King
2022-3265,DEMO,Deer Mouse,8/10/2022,7770 13th Ave SW,Seattle,King
2022-3273,GWGU,Glaucous-winged Gull,8/10/2022,1801 16th Ave SW,Seattle,King
2022-3289,EACO,Eastern Cottontail,8/11/2022,2531 27th Ave W,Seattle,King
2022-3293,AMCR,American Crow,8/11/2022,9804 24th Ave SW,Seattle,King
2022-3297,AMCR,American Crow,8/11/2022,3454 36th Ave West,Seattle,King
2022-3301,BTPI,Band-tailed Pigeon,8/12/2022,1812 N 137th St,Seattle,King
2022-3303,NOFL,Northern Flicker,8/12/2022,10435 41st Ave SW,Seattle,King
2022-3305,GWGU,Glaucous-winged Gull,8/12/2022,2012 Skagit Ln,Seattle,King
2022-3313,GWGU,Glaucous-winged Gull,8/13/2022,2132 5th Ave,Seattle,King
2022-3314,AMRO,American Robin,8/13/2022,4411 S Hudson St,Seattle,King
2022-3321,EACO,Eastern Cottontail,8/13/2022,2921 W Ruffner St,Seattle,King
2022-3323,GWGU,Glaucous-winged Gull,8/14/2022,2475 4th Ave N,Seattle,King
2022-3331,RACC,Raccoon,8/14/2022,1100 Elliott Ave W,Seattle,King
2022-3333,CANG,Canada Goose,8/14/2022,Drumheller Fountain,Seattle,King
2022-3337,COHA,Cooper's Hawk,8/14/2022,8764 Sandpoint Way,Seattle,King
2022-3346,AMRO,American Robin,8/15/2022,230 NW 53rd St,Seattle,King
2022-3349,GWGU,Glaucous-winged Gull,8/15/2022,2401 Utah Ave S,Seattle,King
2022-3350,AMCR,American Crow,8/15/2022,2711 Alaskan Way,Seattle,King
2022-3351,GWGU,Glaucous-winged Gull,8/15/2022,36 S Hudson St,Seattle,King
2022-3352,EACO,Eastern Cottontail,8/15/2022,9023 Burke Ave N,Seattle,King
2022-3354,BEWR,Bewick's Wren,8/16/2022,806 N 42nd St,Seattle,King
2022-3356,COYO,Coyote,8/16/2022,910 NW 85th St Unit C,Seattle,King
2022-3360,GWGU,Glaucous-winged Gull,8/16/2022,25 S Horton,Seattle,King
2022-3361,GWGU,Glaucous-winged Gull,8/16/2022,400 S Jackson St,Seattle,King
2022-3363,NOFL,Northern Flicker,8/16/2022,10501 8th Ave NE,Seattle,King
2022-3365,GWGU,Glaucous-winged Gull,8/17/2022,5242 Shilshole Ave NW,Seattle,King
2022-3367,AMCR,American Crow,8/17/2022,10748 Lake City Way NE,Seattle,King
2022-3368,GWGU,Glaucous-winged Gull,8/17/2022,13th and 61st St NE,Seattle,King
2022-3371,CANG,Canada Goose,8/17/2022,8011 Fauntleroy Way SW,Seattle,King
2022-3373,EACO,Eastern Cottontail,8/17/2022,1020 W Bothwell St,Seattle,King
2022-3375,EACO,Eastern Cottontail,8/18/2022,9049 Fremont Ave N,Seattle,King
2022-3377,RUHU,Rufous Hummingbird,8/18/2022,3921 Boyd Pl SW,Seattle,King
2022-3379,GWGU,Glaucous-winged Gull,8/18/2022,100 Yesler Way,Seattle,King
2022-3380,GWGU,Glaucous-winged Gull,8/18/2022,100 Yesler Way,Seattle,King
2022-3381,GWGU,Glaucous-winged Gull,8/18/2022,1635 11th Ave,Seattle,King
2022-3384,BCCH,Black-cappped Chickadee,8/18/2022,8548A Midvale Ave N,Seattle,King
2022-3389,DEJU,Dark-eyed Junco,8/19/2022,Lumen Field,Seattle,King
2022-3390,COHA,Cooper's Hawk,8/19/2022,17801 International Blvd,Seattle,King
2022-3403,ANHU,Anna's Hummingbird,8/20/2022,9710 39th Ave SW,Seattle,King
2022-3405,AMCR,American Crow,8/20/2022,1633 Boylston Ave,Seattle,King
2022-3412,BEKI,Belted Kingfisher,8/20/2022,747 N 135th St,Seattle,King
2022-3417,AMCR,American Crow,8/21/2022,4320 NE 123rd,Seattle,King
2022-3418,EGSQ,Eastern Gray Squirrel,8/21/2022,1649-1699 W Barrett St,Seattle,King
2022-3423,EACO,Eastern Cottontail,8/21/2022,10229 26th Ave SW,Seattle,King
2022-3427,CAMY,California Myotis,8/22/2022,11740 Dayton Ave N,Seattle,King
2022-3428,GWGU,Glaucous-winged Gull,8/22/2022,1225 2nd Ave,Seattle,King
